,Category,ProbableCause
290,pilot_issue,The pilot's failure maintain airplane control landing gusting quartering tailwind.
291,pilot_issue,"The pilot's misjudgment ground spray rig’s position incorrect belief runway incursion might occur, resulted pilot attempting aborting go-around, resulted runway excursion collision fence."
292,pilot_issue,"The noncertificated pilot’s decision take large helicopter’s rotor wash, resulted inability gain altitude takeoff."
293,pilot_issue,"The pilot's improper decision land unsuitable terrain, resulted nose-over."
294,pilot_issue,"The pilot's failure attain sufficient altitude go-around, resulted impact hilly terrain."
295,pilot_issue,"The pilot's failure maintain control airplane takeoff gusting wind conditions, resulted uncontrolled turn descent terrain."
296,pilot_issue,"The pilot's failure maintain stabilized approach improper landing flare, resulted porpoised landing."
297,pilot_issue,The pilot's failure extend landing gear landing due distraction condition runway failure use Before Landing checklist.
298,pilot_issue,"The pilot's failure maintain directional control airplane landing roll, resulted runway excursion nose-over."
299,pilot_issue,"The collapse right main landing gear bounced, crosswind landing."
300,pilot_issue,"The flight instructor's delayed remedial action power-off approach go-around gusting wind conditions, resulted hard landing, loss directional control, runway excursion onto field."
301,pilot_issue,"The pilot's loss directional control subsequent improper brake application landing roll gusting wind conditions, resulted nose-over."
302,pilot_issue,A loss engine power takeoff undetermined reasons.
303,pilot_issue,"The pilot's loss directional control landing roll, resulted ground loop."
304,pilot_issue,"The pilot's inadequate preflight inspection fuel level, resulted total loss engine power due fuel exhaustion."
305,pilot_issue,"The motor glider's encounter atmospheric lift conditions sufficient maintain flight, necessitated forced landing resulted impact vegetation. Contributing accident pilot's delayed decision restart motor glider's engine."
306,pilot_issue,The pilot's overapplication brakes landing subsequent loss directional control nose-over.
307,pilot_issue,"A hard landing occurred unknown time date, resulted substantial damage identified prior subsequent flight."
308,pilot_issue,"The pilot's selection unsuitable terrain landing, necessitated go-around, subsequent failure maintain clearance rising mountainous terrain."
309,pilot_issue,The pilot's failure maintain clearance tree maneuvering low altitude.
310,pilot_issue,"The pilot's inadequate preflight planning attempted takeoff obstacles direction departure, failure maintain control airplane rejected takeoff."
311,pilot_issue,"The noncertificated pilot's diverted attention looking fire low-altitude flying, resulted collision power lines."
312,pilot_issue,"The pilot's loss directional control landing gusting crosswind conditions, resulted runway excursion impact snowbank."
313,pilot_issue,"The pilot’s failure apply full engine power initiation go-around gusting wind conditions exceedance airplane’s critical angle attack, resulted aerodynamic stall low altitude, flight instructor's delayed remedial action."
314,pilot_issue,The pilot receiving instruction’s failure maintain airplane control simulated engine failure landing subsequent attempted go-around gusting crosswind conditions flight instructor's delayed remedial action.
315,pilot_issue,"The student pilot’s improper landing flare, resulted bounced landing, subsequent loss directional control, airplane going embankment."
316,pilot_issue,The pilot's failure see avoid parked vehicle near taxiway edge.
317,pilot_issue,"The flight instructor's delayed remedial action decision go-around bounced landing, resulted inadvertent stall hard landing."
318,pilot_issue,"The pilot's inadequate compensation gusting crosswind conditions, resulted loss directional control, runway excursion, impact snowbank."
319,pilot_issue,"The pilot's failure maintain directional control landing gusting crosswind conditions, resulted runway excursion impact vegetation."
320,pilot_issue,"The pilot's loss directional control takeoff icy ski strip gusting wind conditions, resulted left wing impacting tree."
321,pilot_issue,"The pilot's failure extend landing gear due distraction delayed go-around, allowed airplane get low contact runway landing gear retracted."
322,pilot_issue,"The pilot's inadequate preflight fuel planning inflight fuel management, resulted fuel exhaustion total loss engine power."
323,pilot_issue,"The partial loss engine power due water contaminants fuel, due pilot’s inadequate preflight inspection, pilot’s decision conduct steep turn low altitude return runway rather land straight ahead, resulted aerodynamic stall."
324,pilot_issue,"The owner/pilot's inability maintain control airplane due lack training experience, resulting collision tree."
325,pilot_issue,"The pilot's unintentional selection wrong landing surface, covered 2 ft snow resulted nose-over."
326,pilot_issue,"The pilot’s fuel mismanagement flight, resulting total loss engine power due fuel starvation."
327,pilot_issue,"The in-flight failure lower left side engine cowling due mechanic’s improper installation fasteners, resulted cowling impacting four main rotor blades."
328,pilot_issue,"The pilot's failure maintain airplane control landing gusting crosswind conditions, resulted wing striking ground."
329,pilot_issue,excessive pitch attitude touchdown.
330,pilot_issue,"The pilot's selection unsuitable terrain landing, resulted collision ditch left main landing gear collapsing."
331,pilot_issue,"The pilot's incorrect right rudder application touch-and go-landing, resulted loss directional control, runway excursion, collision runway sign."
332,pilot_issue,"The failure nosewheel steerage linkage takeoff, resulted loss directional control impact obstacle attempted aborted landing."
333,pilot_issue,"The student pilot's failure avoid wake turbulence landing behind heavy jet airplane, resulted loss roll control subsequent hard landing."
334,pilot_issue,The National Transportation Safety Board determines probable cause contact Cooperative Spirit tow pier Hale Boggs Memorial Bridge pilot effectively compensating strong current navigating turn approaching bridge high-water conditions
335,pilot_issue,"The student pilot's loss directional control landing, resulted runway excursion, collision pole, subsequent ground loop."
336,pilot_issue,"The pilot's failure maintain directional control attempted go-around avoid birds, resulted runway excursion subsequent nose-over."
337,pilot_issue,"The pilot's improper starting procedure, allowed airplane move forward wheel chocks impact hangar subsequently hand propped engine."
338,pilot_issue,"The pilot's failure maintain airplane control maneuvering low altitude, resulted collision terrain."
339,pilot_issue,"The pilot's improper decision initiate takeoff roll snow-covered taxiway, resulted loss directional control, runway excursion, impact snow berm."
340,pilot_issue,"The pilot's improper landing flare gusting wind conditions, resulted bounced landing, loss directional control, runway excursion, impact tree."
341,pilot_issue,"The pilot's failure see avoid trees maneuvering low altitude, resulted loss airplane control."
342,pilot_issue,"The pilot's failure reconnoiter approach area preparation off-airport landing sandbar, necessitated evasive maneuver avoid wires resulted unintentional landing river short sandbar subsequent nose-over."
343,pilot_issue,"The pilot's improper decision turn airplane runway onto taxiway excessive speed, resulted loss directional control, runway excursion, collision taxiway sign."
344,pilot_issue,"The trainee pilot's loss directional control landing subsequent unintentional control interference brakes and/or rudder trainer pilot's attempted remedial action, resulted runway excursion collision ditch."
345,pilot_issue,"The pilot's loss directional control takeoff gusting crosswind conditions, resulted runway excursion impact runway approach light."
346,pilot_issue,"The pilots' failure ensure electric fuel pumps takeoff, resulted partial loss power engines initial climb."
347,pilot_issue,"The pilot's improper decision continue instrument approach landing following loss visual reference runway, resulted airplane touching left runway snow flipping over."
348,flight_issue,"The fatigue failure pneumatic line reasons could determined, resulted loss engine power subsequent hard landing."
349,pilot_issue,"The malfunction steerable tailwheel, resulted loss directional control landing roll subsequent impact precision approach path indicator lights system."
350,pilot_issue,"The flight instructor's failure maintain directional control landing gusting crosswind conditions, resulted runway excursion nose-over."
351,pilot_issue,"The pilot's failure maintain proper altitude airspeed approach delayed addition power go around flight instructor’s delayed remedial action, resulted nose-over landing closed snow-covered runway."
352,pilot_issue,"The pilot's failure maintain altitude/clearance approach, resulted airplane impacting area deep snow. A factor associated accident flat light conditions."
353,pilot_issue,"The pilot's failure maintain glider control exceedance glider's critical angle attack maneuvering gusting wind conditions, resulted aerodynamic stall."
354,pilot_issue,"The pilot flying's improper lateral bank control go-around gusting wind conditions, resulted left-wing tip tank striking runway."
355,pilot_issue,"The pilot's failure maintain adequate airspeed approach, resulted rapid descent rate, hard landing, nose-over."
356,pilot_issue,"The pilot struck head propeller flight, resulted serious injury."
357,flight_issue,"The pilot's failure use carburetor heat conditions conducive carburetor icing, resulted partial loss engine power, precautionary landing, impact snow."
358,pilot_issue,"The pilot's lifting airplane high angle attack, resulted aerodynamic stall."
359,pilot_issue,"The pilot's inadvertent activation left brake landing roll, resulted loss directional control, runway excursion, collision ditch."
360,pilot_issue,"The student pilot's improper landing flare subsequent improper recovery bounced landing, resulted nosewheel collapsing."
361,pilot_issue,"The student pilot's improper landing flare failure conduct go-around, resulted bounced landing nosewheel collapsing."
362,pilot_issue,The rear seat pilot student pilot's failure see avoid trees initial climb following aborted landing.
363,pilot_issue,"The pilot's failure maintain proper landing flare, resulted hard, bounced landing, subsequent loss directional control, resulted ground loop."
364,pilot_issue,"The student pilot's failure maintain proper airspeed descent rate conducting low pass snow-covered runway encountering downdraft flight instructor's delayed action, resulted wheels contacting snow airplane nosing over."
365,flight_issue,"The National Transportation Safety Board determines probable cause fire aboard towing vessel City Cleveland catastrophic failure crankcase breach port main engine resulting failure connecting rod assembly. Contributing severity damage vessel lack fixed fire-extinguishing system engine room, well loss electrical power single fire pump."
366,pilot_issue,"The pilot's failure maintain airplane control landing flare gusting crosswind conditions, resulted left wing striking runway."
367,pilot_issue,"The flight crew's failure stop airplane available runway, wet resulted airplane impacting ditch."
368,pilot_issue,"The pilot’s failure maintain clearance power line pole low-level aerial application flight, resulted impact bracket subsequent forced landing."
369,pilot_issue,"The pilot's failure land stop airplane within available runway, resulted runway overrun. Contributing outcome pilot's inadvertent feathering propellers approach landing."
370,pilot_issue,"The pilot's improper landing flare touchdown, resulted bounced landing loss directional control airplane's subsequent impact snowbank ground loop attempted go-around."
371,pilot_issue,"The pilot's failure lock tailwheel landing, resulted loss directional control landing roll, runway excursion onto soft ground, subsequent ground loop."
372,pilot_issue,"The flight instructor’s inadequate communication pilot review intention simulate single-engine failure subsequent exceedance airplane’s critical angle attack pilot respond expected, resulted aerodynamic stall low altitude."
373,pilot_issue,The pilot's failure maintain bank control landing gusting wind conditions.
374,pilot_issue,"The pilot's failure maintain airplane control approach, resulted airplane ballooning veering left upon landing right wing impacting runway."
375,pilot_issue,"The pilot's failure maintain adequate clearance snow covered terrain en route descent flat light conditions, resulted controlled flight terrain."
376,pilot_issue,The pilot's failure lower landing gear landing. Contributing accident examiner’s failure check landing gear extended.
377,pilot_issue,The pilot's loss directional control landing roll slush-covered runway.
378,pilot_issue,"The pilot's failure maintain directional control landing flat light conditions, resulted ground loop."
379,pilot_issue,"The pilot's failure arrest descent rate maneuvering low altitude, resulted impact terrain."
380,pilot_issue,The flight instructor’s student pilot’s failure ensure landing gear extended landing.
381,flight_issue,"The flight instructor's inadvertent throttle reduction idle, resulted total loss engine power subsequent impact terrain following power-off autorotation."
382,pilot_issue,"The pilot's failure remove right skid trailer tie-down attempting take off, resulted dynamic roll-over."
383,pilot_issue,"The student pilot's improper pedal cyclic input maneuvering, resulted loss helicopter control."
384,pilot_issue,The pilot's delayed decision abort takeoff airplane passed point anticipated liftoff would occur.
385,pilot_issue,The student pilot's failure maintain directional control landing snow/slush-covered portion runway flight instructor's improper decision allow student make first solo flight snow/slush-covered runway.
386,pilot_issue,The pilot's failure maintain airplane control go-around. Contributing accident pilot’s decision take perceiving rudder issue taxi operations.
387,pilot_issue,"The pilot’s inadequate preflight fuel planning, resulted loss engine power due fuel exhaustion."
388,pilot_issue,"The pilot's failure maintain adequate airspeed final approach, resulted airplane exceeding critical angle attack subsequent aerodynamic stall low altitude recover."
389,pilot_issue,"The inadvertent engine start unoccupied airplane, resulted moving forward impacting hangar electrical box."
390,pilot_issue,"The pilot’s failure complete landing checklist, resulted delayed extension landing gear, subsequent exceedance airplane's critical angle attack, resulted aerodynamic stall."
391,pilot_issue,The pilot's failure maintain clearance fence low-altitude maneuvering.
392,pilot_issue,"The pilot's improper landing flare gusting crosswind conditions, resulted airplane porpoising subsequent loss directional control, runway excursion, nose-over."
393,pilot_issue,"The pilot’s loss directional control snow-covered runway, resulted runway excursion."
394,pilot_issue,"The pilot's failure properly secure crew hatch door takeoff, resulted door’s forward hinge assembly tearing fuselage mount point."
395,pilot_issue,"The pilot's improper approach delayed decision apply corrective action, resulted runway overrun, impact berm, subsequent nose-over."
396,pilot_issue,"The inadequate inspection fuel selector valve, degraded, allowed fuel leak, resulted fuel starvation loss engine power."
397,pilot_issue,"The pilot's improper landing flare, resulted bounced landing, subsequent failure maintain directional control, resulted left main landing gear tire bursting tailwheel assembly failing."
398,pilot_issue,The pilot's failure maintain clearance approach lights instrument approach.
399,environment_issue,An encounter severe convective turbulence associated strong sheared environment associated jet stream.
400,pilot_issue,The pilot’s loss directional control subsequent nose landing gear collapse undetermined reasons.
401,pilot_issue,The pilot's failure maintain clearance snow-covered terrain maneuvering low altitude.
402,pilot_issue,"failure small UAS remote pilot give way helicopter, resulting inflight collision. Contributing incident sUAS remote pilot’s failure assess mitigate risks operations close proximity aircraft. Also contributing incident lack inclusion sUAS operations part aviation activity risk mitigation."
403,pilot_issue,"The pilot's delayed response initiate go-around night visual approach water airplane entered instrument meteorological conditions, resulted loss forward visibility subsequent impact water."
404,pilot_issue,"The student pilot's failure maintain directional control flight instructor's inadequate remediation short-field takeoff, resulted impact parked airplane."
405,pilot_issue,"The pilot's improper continuation landing landed far runway high speed, resulted loss directional control runway excursion."
406,environment_issue,An unavoidable collision garbage dumpster blown path airplane takeoff roll.
407,pilot_issue,"The fracture right main landing gear torque link bolt landing, resulted landing gear assembly rotating freely, subsequent loss directional control, landing gear collapsing."
408,pilot_issue,"The pilot's improper landing flare crosswind conditions, resulted bounced landing, subsequent failure maintain directional control, resulted ground-loop."
409,pilot_issue,"The student pilot's failure maintain directional control takeoff, resulted runway excursion subsequent nose-over."
410,pilot_issue,"The pilot's improper landing flare, resulted bounced landing, subsequent failure maintain directional control, resulted runway excursion impact sign."
411,pilot_issue,"A total loss engine power engines due fuel exhaustion, resulted landing short runway."
412,pilot_issue,"The pilot's failure apply full carburetor heat operating conditions conducive carburetor icing, resulted total loss engine power, forced landing, impact tree."
413,pilot_issue,The pilot's decision land turf runway insufficient landing performance subsequent loss control landing roll.
414,pilot_issue,"The pilot's failure maintain directional control landing crosswind conditions, resulted ground-loop."
415,pilot_issue,"The pilot's failure maintain proper descent rate, resulted hard landing, subsequent loss airplane control attempted go-around."
416,pilot_issue,"The pilot’s decision continue flight visual flight rules instrument meteorological conditions, resulted pilot’s spatial disorientation loss control. Contributing accident pilot’s likely self-induced pressure pilot’s plan continuation bias, adversely affected decision-making, Island Express Helicopters Inc.’s inadequate review oversight safety management processes."
417,environment_issue,The National Transportation Safety Board determines probable cause collision Cooperative Spirit RC Creppel tows two pilots’ insufficient radio communication meeting bend broadcasting accurate AIS information regarding tow size.
418,pilot_issue,"The pilot’s exceedance airplane’s structural limitations conducting previous aerobatic maneuvers, resulted in-flight breakup airplane."
419,pilot_issue,"The pilot's improper approach landing flare, resulted stall subsequent hard, bounced landing."
420,pilot_issue,"The pilot's exceedance airplane's critical angle attack, resulted aerodynamic stall subsequent loss control low altitude."
421,pilot_issue,The tail wheel mechanism detachment reasons could determined due lack available evidence resulted loss directional control landing.
422,pilot_issue,"The pilot receiving instruction’s loss directional control landing crosswind, resulted runway excursion left main landing gear collapsing."
423,pilot_issue,"The pilot's failure maintain directional control landing, resulted runway excursion nose-over right wheel encountered mud."
424,pilot_issue,"The pilot's failure maintain clearance fencing around landing pad landing, resulted tail rotor contacting fence."
425,pilot_issue,"The pilot's inadvertent application brakes landing roll, resulted nose-over."
426,pilot_issue,"The student pilot's failure maintain helicopter control maneuvering land, resulted impact airplane hangar."
427,pilot_issue,"The pilot's failure maintain directional control landing roll runway icy patches, resulted impact snowbank subsequent nose-over."
428,pilot_issue,"The pilot's improper landing flare gusting crosswind conditions, resulted bounced landing, subsequent failure maintain directional control, resulted runway excursion nose-over."
429,pilot_issue,"The pilot's failure maintain directional control aborted takeoff, resulted collision barricade."
430,pilot_issue,"The failure tailwheel attachment tube takeoff roll, resulted loss directional control, runway excursion, left main landing gear collapsing."
431,pilot_issue,The pilot’s failure maintain control airplane following loss engine power. The loss engine power result fuel starvation due degraded fuel tank fuel contamination.
432,pilot_issue,"The pilot receiving instruction’s misunderstanding flight instructor’s instruction pilot's instructor’s insufficient use rudder adding power operating engine, resulted airplane rolling left wing striking ground. Contributing accident flight instructor's delayed remedial action."
433,pilot_issue,"The pilot's failure properly configure airplane takeoff, resulted premature liftoff, loss control, collision terrain."
434,pilot_issue,"The pilot's failure properly configure amphibious airplane water landing, resulted flipping over."
435,environment_issue,"The National Transportation Safety Board determines probable cause collision inbound tanker Bow Fortune outbound commercial fishing vessel Pappy’s Pride captain Pappy’s Pride’s outbound course toward ship channel, created close quarters situation restricted visibility. Contributing lack communication captain Pappy’s Pride."
436,pilot_issue,"The student pilot's failure arrest airplane’s descent rate, resulted hard landing."
437,pilot_issue,The pilot's failure maintain clearance parked airplane taxi operations night.
438,environment_issue,encounter convectively induced turbulence overflying area known convective activity.
439,pilot_issue,failure deicing truck driver maintain appropriate clearance airplane.
440,pilot_issue,"The pilot's improper decision attempt off-airport departure rough terrain without inspecting takeoff area, resulted collision shallow rut takeoff nose landing gear collapsing."
441,pilot_issue,"The student pilot's failure allow adequate separation passing parked airplane, resulted ground collision."
442,pilot_issue,"The pilot receiving instruction's failure maintain airplane control landing crosswind, resulted bounced landing, flight instructor's delayed remedial action, resulted loss control go-around."
443,pilot_issue,"The pilot’s mismanagement fuel selector, resulted fuel starvation total loss engine power."
444,pilot_issue,The pilot’s impairment/incapacitation carbon monoxide poisoning due degraded muffler. Contributing accident pilot’s failure properly maintain airplane.
445,pilot_issue,"The student pilot's loss airplane control short field takeoff gusting crosswind conditions, designated pilot examiner's delayed remedial action."
446,pilot_issue,"The pilot's failure maintain control airplane intentional aerodynamic stall, resulted spin subsequent collision terrain."
447,flight_issue,A total loss engine power reasons could determined based available information.
448,pilot_issue,"The airplane hydroplaning landing wet runway, degraded braking capability resulted runway overrun onto grass mud nose landing gear collapsing. Contributing accident pilot's improper decision land airplane near runway midpoint due fog approach end runway."
449,pilot_issue,"The pilot's failure maintain adequate clearance terrain hover-taxi, resulted helicopter's skid contacting grass subsequent dynamic roll-over."
450,pilot_issue,"The pilot's poor preflight planning, failed verify proper procedure activate runway lights; inability locate airport without lighting; airplane’s subsequent low-fuel state circled looking airport, necessitated precautionary off-airport landing, nose landing gear separated."
451,pilot_issue,"The pilot's failure maintain proper descent rate landing, resulted hard landing short runway."
452,environment_issue,"The airplane’s encounter turbulence descent, resulted serious injury flight attendant."
453,pilot_issue,"The pilot’s inadequate fuel management, resulted total loss engine power due fuel starvation, pilot’s inadequate preflight inspection preflight fuel planning."
454,pilot_issue,The National Transportation Safety Board determines probable cause striking Rock Island Railroad Bridge barges INO85100 INO85226 pushed William C steering port initiated pilot inability pilot return vessel channel. Contributing casualty short amount time distance pilot correct steering error stop vessel prior striking Rock Island Railroad Bridge.
